Gene	T.CD8.MAIT	NK.CD160pos	T.CD8.activated	B.naive	NK.FCGR3Apos	T.CD4.fh	T.cell.dividing	B.mature	T.CD8.CTL	T.CD4.reg	T.CD4.naive	T.CD4.conv	Monocyte	NK.dividing	B.T.doublet	DC.2	Macrophage	ILC	T.CD8.gd	DC.1	Plasma.IgM	B.Hypermutation	Plasma.IgG	Platelet	DC.plasmacytoid	Plasmablast	DC.activated	CD34.progenitor	Unknown	Neutrophil
MRPL20	2.39201174743208	1.7086897570742	2.11174439443957	1.43734865742341	1.70596674266191	1.97456438380847	4.5656332960278	2.28267463884277	1.91040864132502	2.40862267809443	1.55113449734311	1.82682930412107	2.42407014300651	3.24698067244819	2.00748801909273	3.58874050539427	2.28263201879899	1.76185804481814	1.83873322208019	4.20977405833839	2.45345884795925	5.51568072591552	2.64084950805191	0.98184229061437	3.20496390225223	4.51580753149366	3.32506178711606	3.04561122406321	1.41986090514177	0.803417466990447
SSU72	2.6556267488221	1.91540093695406	2.41466368309695	1.85801718073532	1.85937011281902	2.46134256285498	4.46278846175892	2.52656741663555	2.51211417963635	3.01800545571437	1.95919581289111	2.09850678160431	2.49721286581148	3.2702827364555	1.99147650746072	3.12108642602757	2.09913537976938	1.80295722280053	2.35238462089621	3.19314687901765	2.5315789306502	4.57003489553302	2.48880354766145	1.71940651863964	2.51574790430017	3.67744120494064	3.67147705828403	4.14503322594605	1.1368825798137	1.07369287126325
MIB2	1.00081958568	1.42995768138818	0.95745582592156	0.325688347112457	1.23738456903772	0.52602626922058	1.34480733711221	0.480761189867837	1.01164430166509	0.901147663714124	0.61221013181092	0.604380171231823	0.245869206549742	2.02888727658485	0.633044596470902	0.314930778840278	0.206223284797429	0.3051563787663	0.852174968076001	0.471452073471791	0.494932359794894	0.838597664573835	0.470336973778766	0.208714095807455	0.782529883219173	0.396374389957306	0	0.981778598634013	0.256951128287935	0.165001846135631
CDK11B	0.79213866905327	0.895652731763954	0.738238112634375	0.563727917434789	0.700273810749105	0.725311228610591	1.91510917960314	0.555613441746161	0.79889059399914	0.827371051195144	0.746123565687979	0.558559118783051	0.511412928686153	1.35104552568593	0.498389087005823	0.640893424123341	0.299467566833219	0.624803011629208	0.905431393111857	0.471127618012768	0.46293118812269	1.50678678164972	0.46654997640213	0.532214883237204	0.850170538433615	0.90674103382609	0.543347967322952	0.803588694636886	0.553607589815076	0.114011632105886
SLC35E2B	0.652068686757009	0.713303738227178	0.690203689199242	0.41072516569854	0.496733605495171	0.527268704000652	0.628178026762263	0.539001302438518	0.640831432211883	0.616720931891884	0.605541074447265	0.460901952313445	0.42395440959368	0.690237167186876	0.494544715461156	0.374079014044316	0.172011474391741	0.430562897257488	0.657112418250084	0.389562745533492	0.615121077793577	0.775807788955674	0.738158388883213	0.205780821070395	0.886086009428812	0.436641755927517	0.585471903611316	0.822418422579913	0.432411530329713	0.241807054994661
CDK11A	0.852076821962953	0.791135949802898	0.828092113496059	0.544608723578607	0.699803160094029	0.757314529136717	1.13676381415482	0.540780933166032	0.777637922626944	0.91259446933533	0.834912239140974	0.571157197787185	0.483626545894722	0.930709662329888	0.514862517582442	0.61925114342375	0.185537027052836	0.485545800352708	0.928107047233401	0.514398650895611	0.374421181140423	1.09491335966311	0.405447733899687	0.0968197047673353	0.709092351221701	0.608636560664357	0	0.751553397570036	0.286748661070418	0.10462212678817
NADK	0.449823256195768	0.343499762112635	0.21838457648352	0.373111498417622	0.38617100235412	0.222091791982848	0.874920981600115	0.55360568470385	0.306454955041901	0.298690584997401	0.17352210025646	0.202711143973774	1.34724984354654	0.70182047988922	0.370180458679212	0.906302344236325	0.420855836820182	0.299438861939695	0.241735435981077	0.699272269184892	0.444696797644399	1.64106320459933	0.47719127122944	0.199258806711125	2.08021571659032	0.753806526140223	1.45555337028565	0.860779294033896	0.06309701723681	0.374637195611878
GNB1	0.882405390270068	0.696945105214082	0.814924915482833	0.556723154033977	0.761310745665918	0.687443834147083	2.531981653021	0.807127179977671	0.903208005248549	0.957601715276061	0.571738254680654	0.656135071537174	2.12486801356215	2.11981207667867	0.830989936169897	2.16621169091006	0.815557050746559	0.737921122230509	0.701986773171704	2.00874732533756	0.706356969824989	3.11319037569854	0.711832929309426	0.5764108085669	2.1349838319786	1.6202180502667	2.24791170632912	1.62985726712878	0.4768218269482	0.530757801354281
FAAP20	1.40585352609559	1.03765034974968	1.15931854029855	1.28410207192459	1.09028980385839	1.24801830554402	2.93863504181522	1.7217902845794	1.17373699276866	1.32619697008722	1.01217993019964	1.02743537976906	1.79722064226457	2.69940614172149	1.28584659960445	2.6351849809355	1.30757647148798	1.00944050954957	1.1147704916911	2.72705554663851	1.16813530153517	3.1591099783065	1.16740084628546	0.883734345887563	2.68252384172534	1.72078216854269	2.0236655330068	2.26383923792409	0.274330047008881	0.82020553803166
RER1	1.56144666252862	1.03534030084436	1.37670911856672	0.806752686521037	1.08197909877185	1.35975088889304	3.78137296388764	1.18362743841474	1.20558082326414	1.67449590959376	0.8366885444763	1.03352899095103	1.69277493489092	2.81691184088528	1.19518725565968	2.15945088933229	1.37419675914541	1.0808091741855	1.31713478871673	2.11490944904134	2.00850950220196	4.1361923322261	2.12652609422152	0.752170040105478	2.92393427136979	3.69510066929179	2.60506728560031	1.78898825902264	0.403141568594674	0.655181304994502
TNFRSF14	1.98047891932103	1.15841636714728	1.69998901374489	2.0044130755123	1.54461297477941	1.81711282432489	2.30239042751228	2.36565907600539	1.86323564470583	2.64312605076754	1.54274724088892	1.71062229207923	1.68238025526676	1.88984268372259	1.66788533643021	2.74696440052028	1.38851345291632	1.12317746196322	1.39109614187925	1.66866240661409	1.19713004985377	1.84161137932241	1.18249341600086	1.02938539525426	1.9371868443441	1.53485956755942	2.55237472723886	2.19542196400055	0.779537363137883	0.317696533529947
LRRC47	0.521441538026312	0.490154905775342	0.45712287763219	0.332372483871726	0.380296486395369	0.385440679221574	0.717437365545336	0.413463410417924	0.524030461550304	0.618302607857209	0.342769316466701	0.331840874794257	0.347357901917342	0.701901942805558	0.294957515771779	0.56931948508148	0.276510743180847	0.338500323476097	0.414495042908088	0.558592672928246	0.453314848937139	1.1174361183081	0.560131619287174	0.431397728390883	0.555599647127032	0.745002958360011	0.874396777621192	1.2266090001562	0.070715990151089	0.0634372387754653
C1orf174	0.601860377527453	0.522311915354223	0.566010159183512	0.385737203243659	0.747816225487551	0.440535417761311	1.35819674712145	0.531882177178202	0.684737476907529	0.596726802274072	0.324113546348684	0.363846649030229	0.421615035352083	1.34895173451258	0.409390448274008	0.638575170856134	0.386618756780537	0.281471069433819	0.514820461964385	0.615443564961581	0.365356484581188	1.30479207033716	0.339411448841783	0.727585469537441	0.551376173103205	0.836939567551186	1.364308011498	1.15838095898813	0	0.32665162695277
KCNAB2	1.05556657987016	0.708398122404624	0.857363267461706	0.295354554431392	0.893212812673248	0.659705478613685	1.68940465499564	0.279971738818802	1.06871329058967	0.737553971625013	0.631493240131618	0.601904165229394	0.899526654765252	1.41298747958264	0.403845469297159	1.13477876445053	0.53492029090376	0.282718885667488	0.705181781402105	0.493818516969147	0.203649176710987	1.27303287678129	0.281633566376114	0	1.18744544499551	0.538845061225812	0	1.60969382612409	0.373766655656528	0.182794112832016
