Gene	Epi.stratified	T.CD4	Epi.suprabasal	Epi.basal	Epi.upper	Dendritic.Cells	T.CD8	Fibroblast	Glands.duct	Mono.macro	NK.T.CD8.Cytotoxic	Endothelia.Lymphatic	Endothelia.vascular.venous	Endothelia.vascular.arterial	B.CD27pos	B.CD27neg	Glands.mucous	Mast.cell	Muscle
MRPL20	5.1523422799928	1.9138550676036	6.28504119873735	4.50649989759354	1.89193862892202	3.23229362555935	1.28898840743009	2.94413641882402	3.96276092276619	2.0588401555215	1.29325719684507	3.19810490767689	3.38784875308774	2.68823390331595	1.36887373497265	1.28470216282708	4.5483765682311	1.68970920296602	4.42117923962161
ANKRD65	0.466762693423756	0.0553621203268814	0.52342935501354	0.505553910443253	0.294913781987484	0.165585972355184	0.0127391678355602	0.37621442507662	0.808853155371067	0	0	0.0552821532438672	0.596471850192293	0.228711113099725	0	0	0.620819032595021	0	0.0591675596404344
VWA1	0.628784790149794	0.0469349153282238	0.635990642314438	0.540200702391752	0.915728156748284	0.112248787214734	0.0129483428366654	0.139991052744549	1.12751751063956	0	0	0.182653370174061	2.53375053778706	0.445864339688896	0	0	1.46301436061124	0.0941859611439897	0.852688642728746
ATAD3B	0.401948557297719	0.162181311303953	1.02543041849957	0.478881202292821	0.0639196598924258	0.219887715301044	0.151200001555918	0.0739600531543417	0.192395798274694	0.0567237697097691	0.361236218327754	0.14018155723323	0.191053541036266	0.20716654107443	0.0957133989756886	0.0620414292376728	0.471248551161111	0	0.164968685966391
ATAD3A	0.693372244738063	0.211893365747745	2.02538179751408	0.865985800098043	0.126011730441821	0.299836963022921	0.0915369717578816	0.230388701505091	0.323946387180564	0.237575408695363	0.0866687442670435	0.549815809915665	0.33313321611319	0.233680647322232	0.113946720129699	0.193383214918609	0.386024996011973	0.0806895360627891	0.290218285998885
SSU72	4.94925967085539	1.97043146462909	5.316711004226	4.45565609466	4.55347001727791	2.91788883480608	1.71091575325609	2.47380278248058	4.06846796267719	2.10934716798861	1.26802483312214	2.71744276352868	2.47108174621219	2.92226420289049	1.62170809903839	1.44284437016129	5.04949858330561	1.31104280406426	3.31445263690089
MIB2	2.38954439742296	0.658483808983163	4.14992157862633	3.35515171439208	0.478282403272895	0.378973400081686	0.660274606983051	0.382279775123192	1.79712203277375	0.179093694983779	0.322082941365169	0.382314819698263	0.466803409953687	0.225030296267137	0.271056947084516	0.241866516924488	0.430378546257231	0.0756620694529563	0.997426912492536
CDK11B	0.541378272152803	0.317799777667247	1.04462069802615	0.557516595195888	0.280409224924935	0.330897631241719	0.452951903473531	0.454441766528815	0.540725725791042	0.413182807170783	0.257885404741296	0.663835909713356	0.760704479697997	0.590586155568251	0.434111053853163	0.363894612880687	0.840439642944971	0.24129844439499	1.95084264112111
CDK11A	0.352341856292572	0.580348101434308	0.582067134111644	0.424637354293568	0.228910810232409	0.380838942463116	0.426103248264771	0.237622203838844	0.481594963389363	0.334919143467082	0.657015939377664	0.48422466222205	0.564435601678857	0.41443139924812	0.509771436168053	0.307835654701582	0.30885003899225	0.0848491566216791	1.0042449939823
NADK	0.507587758517148	0.174354956314616	0.917956368438743	0.43515120510256	0.190730673997022	0.493210556836336	0.0222988405568586	0.59401797347161	0.40553693828013	0.380456499171401	0.287129860529865	0.0821257651764634	0.633423914649884	0.238761876315167	0.293811926009312	0.19816627096912	0.826693681103827	0.0895856137043142	0.486799563613791
GNB1	1.93499092984194	0.719389821000971	2.22379375630903	1.2625203146148	1.2363613852852	1.86058852548717	0.391058670433377	0.821313538470444	1.74259591497398	1.68119121467126	0.898855072614514	1.3305475645649	1.98557567692734	2.69250517400107	0.345645748466886	0.385493795581061	2.16944774255744	0.664575244299014	2.74597582830575
