gene	delta	alpha	gamma	ductal	acinar	beta	PSC
C4orf32	0.476182956199992	1.08234662130165	0.462892809814193	0.856789591149664	1.07416342222541	0.546230064092623	1.630662720545
AP1AR	2.10930784537457	2.07663710023119	1.56044174740934	2.33653153826599	2.41181916535207	2.68613554170192	2.39244261305549
TIFA	0.695615626062636	0.979781259840697	0.839914739690654	1.98432416801681	3.17568261240569	1.0377092817066	0.556995343244661
LARP7	4.16272354588816	4.12503933861185	4.45146232991851	5.01257314640919	4.34064689663591	4.21000889655951	5.29393716620978
ARSJ	0.315852264859418	0.968703958720317	2.73481024923092	2.53194669792239	0.0630522524840165	0.236466921336685	1.24757250041206
UGT8	2.14094140689023	1.75606609883948	1.61067429906257	1.81407192670374	3.33466458938498	1.38881799756068	0.151244550587897
MIR1973	0.558906026626018	0.303639495333153	0.378609880539053	0.443165491726535	0.108364907887234	0.597997753409199	0.263187493144771
TRAM1L1	1.47551188886872	0.793609592019029	1.11760057318547	1.6018549117521	1.20942002840965	1.77781767218341	1.79034309764433
PRSS12	0.586279384147021	0.510361487444531	0.0262619520421847	0.346537403700359	2.18428606004508	0.0691039583469315	0
SNORA24	0.224081608712289	0.189854941817239	0.0829513881328529	0.404482044589655	0.708234737448683	0.132946955991084	0.0566034024343233
SNHG8	6.12094537198751	5.76816228596618	5.23896750737578	4.66353743433147	5.84959854273702	6.34512176309079	3.83416280127536
METTL14	3.27781240530002	3.77516228807343	4.42763176703094	3.07707852406093	3.70549362084745	4.20544075193408	2.15564316474224
C4orf3	6.2202065158256	6.42536246114989	6.9163937644577	7.52359272235697	6.86621670514487	7.09972055247221	8.07123768549696
LOC645513	0.608180971972649	1.91823220259074	1.20725741099272	0.913460334327942	0.827388441974616	1.67319468384006	0.936810616901167
MAD2L1	0.384080084156355	0.501127386396436	0.249294974094855	0.412350082731393	0.749037998714604	0.624219183155132	0.439929195004522
ANXA5	7.77804643086634	7.61254591656126	8.0880150143446	9.76498849148454	7.53621380918668	8.56216198844286	10.4808972171913
CCNA2	0.336537187729799	0.308963131295233	0.346111422710978	0.225318642586445	0.371275582599246	0.174335427590978	0.199108937442727
EXOSC9	2.38106887290029	2.04228634744969	2.06043672817549	2.64341947903128	2.20727699766908	2.28643827662811	1.95561975203989
BBS7	1.45435128586503	1.56161960363439	1.19564640729426	2.06546799159396	1.47382761772022	1.71804744562546	2.85470303374982
BBS12	1.05707109005667	0.854194983971134	1.32110599311829	1.32840751197894	0.738370675375727	1.37552185903433	0.758834810527542
FGF2	0.06361215826503	0.0464564716114073	0.0844654138400425	1.28344790890191	0.0525398952706008	0.143283811385882	1.78652796371791
NUDT6	0.572422076975351	0.35011829772615	0.241082041817035	0.877160332339392	0.720946876839471	0.714175825088684	0.805063596380452
SPRY1	0.151538246194153	0.642160514200563	0.666252786557088	1.16210043082931	2.04464652055355	0.471462664136315	2.00069012871355
ANKRD50	0.858495799047302	0.68867179264652	0.905155507083402	2.50255142193529	2.63099959272019	0.654292770006106	2.02725070718793
C4orf29	2.12235281577252	2.16287322343741	1.88610507389688	2.29175333811681	2.2085813555138	2.1155343860622	1.04225239649619
PGRMC2	4.04703348832838	4.49121942276038	5.2068285773994	3.13227909203744	4.46049689198846	4.0806551205242	2.9063552208932
LINC00616	1.13545775168147	0.144670283368723	2.15991857936835	0	0.00386621472652103	0.133785537744097	0
SLC7A11	0.972206361899741	0.408766256974149	0.534238881373034	0.790147974604797	2.77017794050378	0.181530592090022	3.97833523277295
CCRN4L	1.13117267056687	0.910658114881743	0.662045820520071	1.14375919735372	0.629927926472634	1.04921550106609	0.788681748344273
NDUFC1	6.92265171559098	7.40464867736363	7.26540679683101	7.17930790251608	6.5645170215954	7.19790496534869	5.79828077893815
SETD7	2.04375216468544	1.19069736170834	1.65757511171624	3.32420606342964	4.03197310411627	1.99556726997587	3.11273474200622
SCOC-AS1	0.367543727039689	0.592427909967511	0.453746501455076	0.263371066795685	0.0631907660492026	0.695346220911759	0.206122855041683
CLGN	3.69068316288749	2.73311017053405	3.52008433533465	0.632250562812401	0.747917762203527	4.73583901486518	0.325858019254852
ELMOD2	2.09903468820781	2.07615438979327	2.04345476744466	3.84629682448571	3.62212087959571	2.58209898525897	3.64949165058381
ZNF330	4.02859963589891	3.46974434918835	3.00604370492497	4.37706067248287	4.52250752369145	3.85037466942046	4.28578458371374
USP38	2.45986385088413	2.18585308239805	2.16124853261682	3.29021462603669	2.43177544491772	2.28011272983214	3.57993732027865
GUSBP5	0.258360383850915	0.343131506037247	0.167632840844581	0.479403887102364	0.481542503110666	0.388524052436569	0.557617693464434
OTUD4	2.37359751126135	1.46380162627295	2.47910702892403	2.54367683390639	2.62672535962953	1.67732440238271	1.57655500866402
ABCE1	2.78959325361807	3.02402958104696	1.95852137860469	3.84971288360925	4.06157984527142	3.16329139407045	4.28905723230694
MMAA	1.01635954219434	1.45210598439543	1.45001695641944	3.05734685601077	3.16311189540208	1.02064428746775	1.0847936301348
LSM6	3.05134204773111	3.17417257413076	2.28102525077219	2.89870566536218	2.79879570340734	3.11643349437989	4.16558407095017
PRMT9	1.5012759994703	1.42061662274528	1.5107298570421	1.62807198166967	1.75425702195488	1.39536100775625	1.52645078549249
TMEM184C	1.99738659632732	1.98108432348472	2.12287053986183	4.50474606670941	3.7206405932454	2.98250804850408	4.30277321723206
RPS3A	1.89441626752947	1.92862375918017	2.25085025070769	2.14148672476325	2.43745540936094	2.10915257146394	2.53036638571479
PET112	1.4779961366957	1.46634913451697	1.16448332912663	2.70245282132968	2.98485202046769	2.27189114668037	2.62409626299805
DKFZP434I0714	1.34567828028283	1.32712536123442	1.51398555684537	0.590756817309933	0.601604673580154	1.79518557622171	0.233782558018339
TIGD4	0.411373013288986	0.251810357096866	0.345686666709752	0.229147255277925	0.126974447306815	0.419031898908481	0.175452822488428
ANXA2P1	0.17353900442252	1.42107675263032	0.44990107252033	5.4896224118328	2.40185362983054	1.28683629474312	3.78364852506835
TLR2	0	0.187308921175786	0.188462093786175	1.79118930773272	1.97435807150548	0.00699024873574097	0
SFRP2	0.0445732012712203	0.1109225098961	0.136029638140372	0.037933982315417	0.0511041159234229	0.0428959120126263	9.98107435844567
PLRG1	3.40677203705678	2.82143738881885	3.33992804838545	5.20492708496434	4.56197225420987	4.24635598177576	4.98590698248323
LRAT	0.354604567874331	0.256465640198488	0.699600629051344	0.504887816292477	0.680883036804031	0.11346062269947	0
MAP9	5.40825232231387	3.67454298262499	4.89085683465613	4.08900536142273	3.46109645264367	4.12319805885598	2.83868801857306
GUCY1B3	2.22685219184909	3.52227566103808	4.4150506144582	4.76110683673057	3.16528418788341	3.98136180352748	3.57203561199133
CTSO	2.52235462832889	1.80306808662002	1.61444957727919	4.55310972495426	3.4039436838435	1.75699214849914	3.79480910900304
FAM198B	0.271887901743906	0.0226322704572072	1.31861633370566	0.586214928944182	1.69716729456476	0.0271506100298233	2.83386900261769
TMEM144	1.43447137450713	0.387733371007216	1.94866418345034	3.91615858627016	4.33799796810958	0.75715801458994	0.598990207031839
PPID	2.9800177522383	3.67810235280857	2.22473391605712	4.21977537200484	3.54826759044755	4.39926929279109	3.76171372096577
ETFDH	2.4770944957617	5.38410013373895	2.07268032760378	3.57030846730819	3.19157505212496	5.11964021119047	3.2961190590991
C4orf46	1.07653417854008	1.08959088441726	0.665709942923382	1.5235134709227	1.5384397867268	1.1925286417682	1.61021767309325
RAPGEF2	0.847187441185502	1.24519505700631	1.91486016560809	2.45138952767013	2.39881860664427	0.546270651790917	1.37168573926504
NAF1	0.495060707189856	0.595344374729927	0.581244850988616	0.652230621132975	0.801021572253854	0.426833175995866	0.784636385711013
TMA16	1.51328208713479	2.09023415240059	1.48885994078197	2.41543098178738	3.2971654866371	1.73453224546612	3.41713556027807
ANP32C	0.221008648189216	0.199635478878207	0.234919114255476	0.280527917830728	0.228233171709698	0.287786005936855	0.132358498438407
FAM218A	0.786803220240724	0.757373500512577	0.576224768801772	0.256896081775901	0.249537038432279	1.06686985909904	0.204561163236987
TRIM61	0.45217779727743	0.259912085382292	0.188926033173218	0.139735917808093	0.0321274058291034	0.460649633801561	0.449080381614913
TMEM192	2.50810880810427	2.50879464014601	2.44832401137242	3.19223359238821	3.4305544069134	2.59982662425958	1.74167308620755
MSMO1	3.55326855378801	5.78313185413368	3.10629657181004	7.10322941952835	5.90297127442171	5.70896467949642	6.3011727452669
CBR4	3.62515301229994	3.82923477093072	3.42648237304731	5.06660936533374	4.62875551538844	2.91198283527608	2.77236758385081
CLCN3	4.64887650253878	4.26126951610152	5.2449245019811	5.73953336172956	5.62103819266896	5.2954182873695	4.70525937230209
AADAT	0.865016429565527	0.547036904382968	0.384845940104202	0.822343126748855	1.06666687612372	0.622174850860384	1.03653832563622
HMGB2	2.4827544022061	2.14372638446749	1.81587177803971	2.45896204243496	1.47697865423238	2.99483224799666	3.4675962759489
SAP30	0.953866261036143	1.05238585340961	0.89707903204481	1.24578206105749	1.62803074913323	1.71502169790269	1.66461882339255
FBXO8	2.90559221723119	2.11682704154705	2.47942915453401	3.17194225539975	2.54998173766039	3.67052558912779	4.16030542830711
HPGD	1.65409829431822	0.0893128336792311	2.6741901363124	0.495092594427162	1.00735934460799	0.465363684476923	0
SPCS3	4.37953420491602	4.08339595761597	3.51463381795245	4.77278922452111	6.40501066581624	5.05871586365128	5.2113176737661
AGA	2.51844221457658	3.48735112313544	2.77136698991171	4.15279154022966	4.17777316906339	2.79454160766622	2.80822598824864
DCTD	4.29747179571363	4.44895722565599	3.57376739785057	6.14710530291328	5.74777368098444	4.70283117685743	6.38863539616014
CDKN2AIP	1.35086186663895	1.64620025965514	1.39981853975609	2.80192946942117	2.49614789529914	2.29624062057526	1.82687186842016
ING2	2.18991114271818	2.04451406142376	2.01050361757401	2.23401579031577	2.93288675670725	3.14697433168515	0.824992450516777
RWDD4	1.80752846086329	1.79605035892957	1.62464160082519	2.05949713682776	2.12920672487891	2.50685287875575	1.82642134445348
TRAPPC11	1.83449919914931	2.03113411077024	1.99011066601155	3.18393309480822	2.94333465435517	2.20003363957099	1.89672688751589
STOX2	0.425872094249329	0.398084911054457	0.601954523300558	1.96227957742409	0.753205584676408	0.806148495796224	0.376769547893917
CASP3	2.15339113532485	1.68318699306566	2.14601856547834	3.8175858197355	3.5844884809195	2.03031250671235	4.239312955111
CENPU	0.491794054644028	0.384592521615554	0.377319722855345	0.530576052961905	0.771287067959997	0.242948473886389	0.537517982679414
SLC25A4	6.9344983702148	6.4826796949171	6.78008016027071	6.64562816439515	6.06981451184587	7.34109860426023	2.82085027969499
LRP2BP	0.765497340629455	0.729404032276483	0.834498172090191	0.653210858564627	0.518451612756361	0.59145389208349	0.319471601076027
ANKRD37	0.675505561068439	0.488473572265458	0.272097278602026	0.942867861126872	1.27293970244978	1.04250151930433	1.65387124485637
UFSP2	2.63302337255258	2.85075248295897	2.25316172405253	3.79111578310054	3.58049971587375	4.0366918381507	4.89967219764711
PDLIM3	1.96110652673128	0.16146980174606	0.231023244260819	7.76797888743536	3.347395235958	0.205643699814138	5.01249352915792
TLR3	0.302772281899194	0.0106899311112802	0.0503377258268216	2.70830421372103	1.88891210158958	0.0288347374194953	0.714974355713893
FAM149A	2.04222409135865	0.661210914469075	1.13894959864619	2.9699260338924	1.93344220943448	1.35157613188458	0.524698124937279
CYP4V2	3.96568441335623	3.64550772260305	3.34577173339597	4.96593533484003	4.38975383998365	4.001123933845	2.66814877207607
F11	1.22799604918896	0.585392227502859	1.14541368370856	1.62487167250657	2.6670987519397	0.71977550616058	0
FRG1	3.46666569416826	3.73398234600307	3.39779167599837	4.25487997942208	3.88904144757687	3.60152604365997	4.76585347120436
TXNDC15	3.32693548337162	4.17138530553061	3.35380701927134	3.77310561992808	3.35123196214042	4.35147068279436	5.22506876092735
PDE4D	1.54075454811098	2.97746470189568	3.3997561317748	0.307818839723638	0.566084026322826	1.57068077551167	1.28141914066367
MYO10	3.24938080203575	4.73540351613032	3.86242434948259	6.33609173007859	5.3260094671403	0.241516639898597	3.75924882836461
GRAMD3	3.55002562042979	3.42937946328831	3.81460092372447	2.60080792730241	2.08419712238879	2.68463415881113	2.57927097663734
MAN2A1	3.74522135950315	4.10183489316049	3.41763825133802	5.12952240445732	5.76883373724984	2.60833193163273	3.32620646756523
WWC1	0.944185779302011	2.79068619057957	2.42940287258533	4.95815336001466	3.94090699103347	1.12636868679804	0.225284784888307
ARHGAP26	0.484813472172318	0.183912278445115	0.760297961745316	3.03740728658107	2.88765385408715	0.648521548202761	0.739470996867799
SEMA5A	2.85692456097908	3.72434738737654	2.97912705046636	2.11946124318962	2.52004318531969	4.2556629781631	2.24073104869999
OTULIN	0.648534670146701	1.23560486400877	1.14344968666443	1.78371614474561	2.04451502766369	0.955185713928469	1.59006780539699
CTNND2	1.95790508296064	2.52388540417352	0.00466830286582347	1.98956925286858	2.25300063846197	0.630479019861078	0.150137143507067
CDH18	0.0457426366976419	1.07779779750836	0.307676816639638	0.0225345367201511	0.0276258703350047	1.08484433576906	0
DROSHA	2.45373555074811	2.37144976910401	2.8993089933733	3.45475501059184	3.12235926326762	2.49849681463016	2.44420131454153
SPEF2	0.801752960648167	0.379818624636161	0.399986418016193	1.15873551928717	0.384100178041146	0.694159174264115	0.865270367799909
WDR70	1.54936053114474	2.08072787136515	2.06009589695955	2.74547495468749	3.10603469615832	2.20165259262134	2.72181753551768
ARL15	2.42261545132881	3.40583982349074	3.79697473468111	2.32864338984009	1.59791583724965	3.53636011106543	1.07613585149969
IPO11	0.547040051489421	0.562216061938049	0.327150352171294	1.47994618693628	0.898125032565225	1.07056072219117	1.71221026481826
MAST4	4.24739738763073	3.37092303233073	4.82619252842586	4.55480161734607	4.25033995364119	4.02121119762374	0.517796888505001
ZSWIM6	0.820177643188369	0.591724817249119	0.688980185267157	2.26903316120098	2.09457192597176	0.456605390654603	1.53257089036013
SGTB	0.608573661089042	0.929858398938906	0.812624595232481	0.74159932222771	0.733104963138504	1.07517075226938	1.9448066713799
FCHO2	1.1325337139342	1.2014680782484	1.50203511650622	2.91692668499588	2.66885493777194	0.839080601338212	2.13841941318791
SSBP2	4.4275070547527	4.94108772000836	4.16373203019476	3.86158214023464	2.54962402197672	5.9640805673311	4.68578527467802
PDE8B	1.14457051889044	2.38529806268244	0.977993540553797	1.51906216010177	0.869148028442436	4.31245168922012	0.681750168007574
GPR98	2.93624882486142	1.38924238981895	3.0542417143951	0.298355762769042	1.41812162692456	1.92354077269896	0.0818331531406891
FAM172A	2.68818230512356	2.56736640748519	2.82730284394782	2.94599958263594	2.63791908710949	3.07074156188656	3.01540869031087
EFNA5	5.151042256171	3.51442996005355	5.01624704757381	0.759150625641412	0.504229053122502	5.15603132913783	0.301566263195962
NREP	0.912387891583472	0.867372997756896	1.54815751494979	1.91543950038529	1.72036771116075	1.03587920861442	6.51396855054885
SRP19	4.44188204188838	4.61604587503665	4.82518110168171	5.09445514840271	5.54867078353577	5.11321616145228	5.52890494874816
DMXL1	2.53355339209264	2.37538582265914	3.10803553199044	2.95648355873987	3.33269731892552	2.42662809524322	2.20438559157299
CEP120	0.596832746428274	1.00358701060024	1.27289666957865	1.07787902821668	1.0979652531612	0.992848117499665	1.37094916878439
PRRC1	3.92444738108333	4.32458165462645	4.11285215065065	5.54299017942326	5.51344994666496	4.35349585205297	5.61610785881672
FNIP1	4.79707046263204	3.48535132881654	4.43706041558991	4.34173364522669	3.9694465307983	4.47220887619395	5.23930681628975
SIL1	4.40741109228393	6.75114526994626	4.96212065064819	5.50401797351916	6.80625539212366	5.98238983430581	4.7926734062636
FAM13B	2.36236112717828	1.54677742352378	2.05442593382057	2.48612463341564	1.74787206678275	1.63219117723183	2.61200798181052
SPOCK1	0.853420571198207	0.408927904218348	4.16097758067736	0.260829745366408	0.213851334254593	0.300969247951968	6.66207472149815
CSNK1A1	5.54514553241684	5.45975845527001	5.39529161244612	6.51826737966572	6.05649744402975	6.35315036061731	7.09752533830219
