gene	delta	alpha	gamma	ductal	acinar	beta	PSC
ATP5J2	6.20075539110027	6.76494487531465	6.39805861701831	6.57244622039047	6.60698103472441	6.22722655734076	6.15872472573597
PDAP1	4.16878791392914	4.53832027254939	4.22427829766483	5.42553619801334	5.31135508972663	5.09640565814138	5.64141848282809
ZKSCAN5	0.634232939307441	0.946163895988428	1.01674897494253	1.2376705376842	1.1274740393503	1.05746388621888	0.930477818399894
FAM200A	0.911508933260767	0.96296770304524	0.819490642054129	1.4385072955533	1.11513729716697	1.58931313303962	1.37421666424115
ZNF655	4.01408635533004	4.20758137466801	4.02118995991528	4.9379472280721	4.51968005851101	4.20432407109186	3.95070298157833
GS1-259H13.2	0.366423732334833	1.03110554656293	0.468463395368235	0.396137140573669	0.136822499492265	0.289778376528503	0.0323371579290329
ZNF394	1.24888674674197	1.33144351237488	1.07940552901481	2.47809094519805	2.27974436299636	1.94664637221229	2.36888459345681
CYP3A5	0.565899715022041	2.01988489225553	1.23089430850172	6.14030343489939	6.51152833177721	0.410233611031874	0.0458032833035017
TRIM4	2.80280829207308	2.78568670298066	2.86796054018248	3.73711331118221	3.15303960286465	3.57672899000183	4.54789144935215
AZGP1	0.00778850148174795	0.179674813805303	0.0320664729644893	0.845741678616339	5.83793623514602	0.0961373929124768	0.135732635111396
MBLAC1	0.260891180870044	0.383542633891037	0.287989404818403	0.357406433886749	0.28441878212111	0.667457512976258	0.548581595598966
TAF6	2.61521933214496	3.41891964076759	3.24319541356866	4.18730298823772	3.5012228578892	3.55058158612588	4.45073011922428
MCM7	1.5844468276948	2.28955298348031	2.0803034340876	3.67645937265214	4.2346466477333	2.32546050523293	4.09526355277889
ZNF3	2.58412707763036	2.21559675327545	2.2545882433117	4.14754255908917	3.41678787266883	2.86640296137386	3.46582766913719
CNPY4	1.24799316715437	1.14362909696864	1.31243380402131	1.49572686241809	0.593113109455907	1.51080485890896	3.69902278455255
AP4M1	1.48239154358972	1.49502240432052	1.54989245637879	2.71734125998005	1.92397231538082	1.28774702664731	2.67839653998853
ZSCAN21	1.14903088821057	1.07538342528173	0.706122809797203	1.55258656451927	1.07894272710581	1.36651151393648	1.43040268682145
COPS6	6.20348714383764	6.24913354125268	5.44847387481533	6.74430312715338	6.25283881846357	7.09852357861913	7.39205774997303
STAG3	0.139140842745747	0.339939655992951	0.590684526969454	0.296324669790034	0.127035766800014	0.0966606872526439	0.0758082909570953
C7orf43	1.32193963996396	1.57918445906338	1.48876703547103	1.22540883335479	2.02488170207826	1.20929401271612	0.413903083709919
PVRIG	0.0894793172457856	0.202645783594402	0.501278946681118	0.723456851232019	0.689193781876527	0.202050435197608	0.138352754739664
GATS	1.35382756362363	1.80341873306056	3.47299561552284	3.57273461640588	2.25581229634143	1.49228660445212	0.537161920462692
LAMTOR4	6.95456190328226	7.37552059610802	7.02451131528834	6.55621051267987	6.47189168104749	7.1822964748462	6.95154328685589
PMS2P1	0.979486594197115	1.57703885622817	1.43297639573831	1.57709159407618	1.10932146768545	1.07177934671122	1.43703574396018
STAG3L5P-PVRIG2P-PILRB	1.11279055320215	0.967954499849024	1.70453733364967	1.12486168656198	1.21405608317551	1.12886623651363	0.688399956453964
MEPCE	1.2879872794289	1.59437597569709	1.251045780672	1.86218075477505	2.33747640963567	1.28463807805444	2.42662646420425
PPP1R35	1.60271002197708	2.1367964180209	1.46102749902121	2.50382905252286	2.33956448128037	1.73904763247818	2.09511823085354
TSC22D4	2.72028327430826	2.66904451158783	2.75463698369503	3.75836444304192	3.19749841771903	2.14467740672013	2.87238518856801
MOSPD3	1.72595519383607	2.42913804994019	1.86176535345242	3.86290635214473	3.83531130998118	1.92125075185882	3.25481627006787
ACTL6B	2.19604230897307	2.32257611949295	3.0245970411309	0.0607476684550456	0.0243431498341341	2.34572305206814	0.0240926369107878
PCOLCE	0.383129391920288	0.445742773692257	0.382055621877162	1.4700530755537	1.04666838686627	0.555536657261373	7.62334253347468
LRCH4	2.96023812796787	2.2880623018963	2.24106098145358	4.31558033201493	3.69276211248234	2.50659837517103	3.06367817238879
GNB2	5.19299839198271	6.13243846258186	5.58605938472619	6.73557663155627	6.64415693700323	5.06781889586702	5.73025782195027
POP7	3.05232708818734	3.7012281609723	2.63487287609117	4.74182500387481	4.75813021661173	3.79807404533789	3.90605163372954
GIGYF1	3.43428131074327	3.25332437252056	4.12854762664002	3.3989952401855	3.8415829583502	3.3147967062241	3.77251988648476
ACHE	0.0911822576597466	0.643724136939176	2.11990366369471	0.79556382315031	3.76071782520959	0.518699833217619	0.0980702139816718
SRRT	2.88840183906818	3.51626919130489	3.57637334629741	4.50407002115806	4.62169788892577	3.21254693791187	3.72485767756324
SLC12A9	0.482866036526648	0.705467457212345	1.0504932217969	1.7954541397047	1.53395618693369	0.54852415677578	0.99736525492903
TRIP6	0.0407780792955529	0.125401857567841	0.0721844997529698	5.83440550844675	4.93536971533657	0.355481257549381	4.65182039126453
UFSP1	0.261736131104123	0.377595488386389	0.117637101006264	0.355255608996982	0.6358033290814	0.340507629552918	0.66617059112366
MUC3A	0.0769345240502074	0.458076107953113	2.36628313130858	1.84299484310544	5.01223557597539	0.0627072071556716	0.0293382328537821
SERPINE1	0.152827370654177	0.184185038850164	0.104627538568872	1.05501808422007	0.129756978043833	0.215233793888868	7.88228075041626
TRIM56	1.21265549953132	1.38554934819347	1.97648211536072	3.11532873695829	2.8353267374846	1.21879110151342	3.22541620006222
CLDN15	1.03946652760649	1.41777834476746	1.07347678137646	1.12814387174603	0.642148863812371	1.02429968281757	0.792015382031377
AP1S1	3.17444300069989	4.06918823184842	2.56640090728381	5.33856173302252	4.49057938094032	3.89575919300818	4.06251798871168
VGF	2.23625139556366	7.84650092702167	4.64666523605495	0.341955641988209	0.312476965008773	3.53756372252945	0.351557648556203
FIS1	6.95337232342973	6.94692431462361	6.49813107352662	7.28528702389504	6.96480819719003	7.04409343107465	6.34779094183512
ZNHIT1	5.87199251681279	6.40861016943026	6.07919219991061	6.79300910037611	6.73488701848085	5.90650767742414	7.01262726797376
PLOD3	2.78874910939037	5.76418241060878	3.64245766089801	5.39717037400611	4.94683092429791	3.59806283489789	6.02805999720156
NAT16	0.0177204197310789	1.85946338980372	1.00793085486623	0.0344211938981962	0.0372538366869625	1.52043882257029	0.0897929405984317
IFT22	3.29010536295808	3.0150172197139	2.64461407076706	5.10180344602426	3.08475461548882	3.44521525532106	4.28758567305635
ORAI2	3.28684206004707	3.25074863071585	4.5875677871515	3.15585134033542	1.62165259926889	4.27857268989013	4.5771911142186
PRKRIP1	0.375672419888427	0.523530710626098	0.394670490748081	0.745364780809624	0.692017189056864	0.493001490120449	0.943008710862723
POLR2J	4.45640588175876	4.75800160036567	4.54312256883547	4.92294239916082	4.80033699386382	4.56929390655232	4.95530332425487
POLR2J3	0.500721110956652	0.605560889484312	0.780076274811163	0.381985757359012	0.2815690019945	0.498093929798907	0.435843077887684
LRWD1	1.37365687630626	1.06638672782869	1.04257596554517	1.84005318798966	1.37176699300454	1.37430343323065	2.42726803904075
POLR2J2	0.304752609300658	0.371747224189512	0.235564310858017	0.377691044485523	0.436043289092648	0.308180355952389	0.613246888434512
FAM185A	0.761202124762307	0.881911617265364	0.532511911221069	1.38748741104658	1.07089674155836	0.850282449040761	0.70422021490741
ARMC10	1.23647129098635	1.7089549122369	1.13071119936432	4.01438293552178	3.07523727227361	1.99718783295562	3.02098680252346
RPL19P12	3.7092026171545	3.42289817675631	3.58049283015136	3.86774768601563	4.54451436212329	4.14102894760232	4.49702108285353
PSMC2	5.99210442335546	5.45704009082385	5.05775098184235	6.5221478772433	6.0622516637883	6.82207466617813	7.12824602653922
DNAJC2	2.48614296146189	2.23484916050683	2.32857393992917	3.47213546726253	3.31187062414332	2.55125256944561	3.3279352050501
PMPCB	4.43289873987689	3.66089061918368	3.87017495989913	6.00556436176146	5.54195830538096	4.97538753969792	5.25660080471843
LHFPL3-AS2	0.586415573130991	0.659427202035025	0.824059831716605	1.48699786350582	0.909412835201949	0.57720969017701	0.221818918084425
KMT2E-AS1	2.24369335808625	2.29945699486437	2.82344390118195	1.37100043950277	1.96856004334058	2.29775551021557	1.30986634648336
LINC01004	1.00726815486365	1.3460261658964	1.9197336610919	1.02171121728111	1.17526737690502	0.485617891982223	0.648026288392765
RINT1	1.74417830092068	1.61638956521931	1.52797276281664	2.11499944763489	2.15499650949492	1.82256963298506	2.44232314326154
SYPL1	4.27475759527888	4.19007427504003	3.15558761089475	7.845285156955	6.40492537406318	5.1050598277121	6.62665720958349
GPR22	0.557618719563284	0.346711094228803	0.366322437855908	0.285235340279772	0.387395644012109	0.1744810284186	0.19102743179464
BCAP29	3.57501163256405	3.63704804027603	3.05854411528414	4.40798210096722	4.65801297219597	3.68275599881793	5.93292499383262
CBLL1	2.74349599283793	3.01706262368394	3.23412906430594	4.04743551409032	3.78594463630316	3.49604083950953	4.35958708107666
DLD	4.29433574547479	4.73472104090762	4.38164906763257	7.06876557093328	6.02415176007152	5.68263502046273	5.60653619755979
THAP5	4.53057797358234	4.01883469484055	4.10486863524672	4.03832293283225	4.16479840814981	5.88072938612219	4.90833704374448
DNAJB9	5.32138001554523	4.07194455245601	3.96210281217101	4.25912735337618	5.36915169185017	6.8598440303701	5.90851605974719
EIF3IP1	1.12347716262557	1.59621240495497	1.30700240546045	2.47804708927271	2.36989225281434	1.7260883727745	3.09281060148865
TMEM168	1.72222849030156	1.84758945652155	1.78160950890049	2.78403800619187	2.83158122552702	2.18327042432732	2.33185980282447
LINC00998	4.98448173385068	4.64781582298352	5.22038800308592	5.14499664047128	4.76748721443642	4.71653821846949	4.92375103109036
MDFIC	1.088240210228	0.0501296190088869	3.34636770916504	1.09014476796471	0.629652856964674	0.940761342519985	3.11199064550485
CAV2	0.111291090698313	0.0878684846168923	0.226204888476489	7.27741231766125	4.73104194292348	0.0760541009950895	4.26260932514595
CAV1	0.0650566401906172	0.0468757019254773	0.0151571642136248	2.59096252319742	0.224834794224132	0.0384219277976848	5.86367267371575
ING3	2.51811651659992	2.20143770016614	3.01547412026227	2.99067241719344	2.69792641693319	2.94528656731307	2.68306035188531
FAM3C	2.28411984109145	2.33862731408615	2.20882827628958	3.87273100701252	3.47472152901474	2.66020147808576	2.73508531697688
ZNF800	2.43420269860382	3.19723197682648	2.85503868428405	4.60350360449647	4.1144199501165	3.24790352723779	3.96340490414355
ARF5	7.77015000116366	7.33862256730227	6.51672933270349	7.68384521069376	7.46113010717983	7.4717507278947	7.16606684773921
GCC1	1.41497904218297	1.4106151594402	1.2780479647729	2.39053300057019	2.53808389120303	2.08480711585482	3.20773167310413
SND1-IT1	0.490059760077843	0.852797567546462	0.872638111165329	0.351989358996508	0.770823288158053	0.274010446848127	0.4993195421761
LRRC4	0.202180363962534	1.36511549135441	0.485822018886494	0.0440270253594334	0.144809889364039	0.612336403543035	0.175183224481267
RBM28	1.94423376970258	2.43894981511649	1.93039693723751	3.14634419971767	3.23150818285679	2.08771704301229	2.77081006796049
IMPDH1	1.16713417125948	1.79826534148022	1.89435203815479	1.83605420847411	3.72446080326908	1.78951704702767	3.66609963523326
MGC27345	1.47989563467031	1.24451246063162	1.15346291229223	0.987838591703141	1.07329725092862	0.955512066590743	0.967495294296225
METTL2B	1.25795329668874	1.17552766168223	1.08236934016151	2.24797494073776	2.02603864185044	1.4121169914121	2.34722469721402
HILPDA	1.07037688997092	1.22946543957094	1.03805062009505	1.88535916051662	3.52626944075555	1.57751336746322	3.95870887115518
LINC01000	1.52588631233891	1.4877934864523	2.04062920880454	1.37337519084415	1.86843134073575	1.02097054858676	1.13878277874119
CALU	3.75605315462891	4.40501706714429	4.35871063856232	6.59546685336688	6.74271870793864	4.77633202524243	10.2981217264887
ATP6V1F	6.63204414751788	7.2324572099662	6.6533534096764	7.40948464612142	7.04238342533344	6.85830661151722	7.39253540601339
TNPO3	2.29909049770122	2.34481825893911	2.21782965089183	4.29504279841344	3.81316438985654	2.56834995624016	3.82423413151352
TPI1P2	1.62921690571496	1.64284255052057	1.50995733822931	2.42643823496284	2.13330501074498	1.97664188918427	2.40510711593959
LOC407835	1.54069851605319	1.48867610427644	1.37925592112216	2.12610804539408	2.18405876526898	1.93651436731695	1.86123217277747
TSPAN33	1.22318055469438	2.7766138458136	1.06350844051324	1.90970395506334	2.72270896397974	0.914334185348515	0.311638315000816
SMKR1	0.542491667689401	0.39390271195482	0.257996361160379	0.207464759367193	0.438091211527777	0.639694662126616	0.0721858284975394
ZC3HC1	1.75288306002015	1.71919025701533	1.70720182486796	2.70493993616895	2.21603583728216	2.39243308011726	2.28540676362924
TMEM209	2.8449436327515	2.22846024101986	2.09158156322197	2.94668315631607	2.96707124309214	3.09569923647198	2.63784661147367
CPA2	0.35078146208984	0.309265979533819	0.493028596698584	0.859052235450697	11.1711634520512	0.609711192678672	0.310731596173732
MEST	5.20992624259618	3.08057720202758	2.49660843077158	3.26197785306999	5.7462167527328	4.29465959307952	0.822073851366259
CEP41	4.504675295561	2.86490637582837	2.48376999732724	2.91041109839172	2.24620915214839	3.25187174272848	3.02290088513806
SLC35B4	1.29500391488132	1.18728261290755	1.20865047531024	1.94041724747787	2.29170831650779	1.01389200798165	3.74697970874776
AKR1B1	5.54774833489052	5.29529426188451	4.96683555689798	5.39005145795156	5.52703654107135	5.63493539423614	7.51669510131363
TMEM140	1.13900310400818	0.744170438812502	1.33276698653026	4.20961622103224	2.24000971469968	1.09974936981652	2.66756493573105
C7orf49	2.40788931329799	2.36595417670865	1.98651966717665	4.49824056403591	3.44095318037028	2.86469745795727	3.62943749272415
C7orf73	6.19229895674371	5.34602817104738	5.97749862321532	6.42815156896078	5.43232655923361	6.31028010839414	6.22680100298676
ZC3HAV1L	0.618927642571936	0.714660960279166	0.601211176148748	0.633601746567011	0.86949451786359	0.697984500545299	2.04988999084677
ZC3HAV1	3.87176597761721	4.43142327154783	3.57101794833206	4.74491326554568	4.19793876887633	4.00283515376318	4.72876535979878
TTC26	1.00107126967034	0.537950264970893	0.551474346960764	1.20222046855943	0.653215469663049	0.754226860264351	1.47444772859809
C7orf55	3.67270349866251	3.35597319492058	3.48147295942379	2.16487034593959	2.45832566813844	3.59767750426662	1.98258048095844
PARP12	1.40956133374159	2.10402114946512	0.992776505402083	3.99558933057647	3.90016997648939	1.36799109014263	1.66784833870136
JHDM1D-AS1	0.875756423076803	1.03402284114291	1.985893990232	0.284796463735307	0.661356811095097	1.86317707894339	0.552910978241632
SLC37A3	2.09661523051379	2.4700978937595	2.43381382273563	4.69005974066469	4.32620652712744	2.04628251963091	4.21994976658127
MKRN1	4.37653694798019	3.80825364433066	4.45443498480019	6.00653775594896	5.36977293319824	4.70675194065109	5.24450085130789
NDUFB2-AS1	0.455575694964616	0.875468601657502	0.610528869186008	0.711091919386931	0.430592674279713	0.798907709586878	0.190152208205436
NDUFB2	7.67970788678384	8.04887087029099	7.76962881827934	7.54417120373677	6.99761977655814	7.67815647916038	7.41042898603866
MRPS33	5.0360113375701	4.87188616342146	4.14383769976969	5.10817624649672	5.25127952656974	5.5654623396954	4.00554424593477
KIAA1147	2.25359442456128	2.57146517667761	2.61771546976354	2.16416386422273	2.71042150883598	2.03744418480853	0.874924633228996
SSBP1	5.72768331999498	5.85555784507411	5.87005084382815	6.83159326117598	6.77295891015875	6.29662779731486	6.75108387355393
MTRNR2L6	1.489901733563	0.730465487011973	0.870811983927868	1.30925218965728	0.534934266278193	1.60522019118526	0.645571057703174
PRSS1	0.816609671121388	1.0494823880641	1.36677845554202	3.54360934077584	14.290031153154	1.62235200445099	1.17752401711949
EPHB6	0.12475237629823	0.0622078650261336	0.0831818093769604	3.63381456850792	0.871490325588274	0.027014186628509	0.291644048994611
TRPV6	0.0728741835731895	0.0785157972495166	0.0538912313761201	7.02870927709909	2.64747785940759	0.0511082501361672	0.12907248478381
PRSS3P2	0.20905152575571	0.227015449362843	0.3842218099055	1.60409640671393	10.8460194957689	0.443708677146855	0.383169818496269
GSTK1	4.86409269659204	5.12760440179011	4.48334957793069	7.35514806492549	6.58875402934584	4.68884918754443	5.8252928596008
TMEM139	0.0476210843467115	0.155106374513901	0.0585432120390244	3.69124755942198	1.55104516246976	0.0606635770054469	0.0421643599381634
ZYX	0.808662892792138	1.54152026555093	1.23549338083487	6.65522277900267	5.79097637792447	1.35972258551563	6.57413906129967
EPHA1	0.482685764189003	0.449262331417293	0.562996791166308	1.8627110554072	1.79915279292012	0.406910829954821	0.0930540885960116
FAM115A	1.63462132000665	1.73609101433143	2.16753784772986	2.30633262994439	2.24724981152653	3.07313849515852	2.1836343118156
ARHGEF35	0.405612843719368	0.362714528505595	0.339174245998175	0.813823333533188	0.564753166929906	0.31071016857959	0.0934607572836674
ARHGEF5	0.687753345152621	0.989422945850847	1.20249745377382	1.81077134589373	1.82268998307053	0.624319664558595	0.355724314839799
CUL1	3.33692518464233	2.88869988120423	2.89185252503663	4.50736948458477	4.3108974238061	3.92731170331508	4.49711711622878
PDIA4	4.24050082985354	4.54007361512236	3.68831536053394	7.21230429465292	8.01754985646892	4.82583484643687	7.61219891196809
ZNF398	1.64886487604193	1.41284657227281	2.13258245061071	1.71492441790061	1.95863671416312	1.31970947244973	1.14571887336382
ZNF786	0.873752570039223	0.86516169490624	0.600910088855939	1.14814274721153	1.27985282765902	1.23630052195494	0.929819208649109
ZNF425	0.349534279670896	0.454164523337716	0.51344663317462	0.510725224194879	0.613319597014334	0.445669325973351	0.280444080822435
ZNF212	1.10803826588949	0.879389189383043	0.956510105357623	1.74857728701253	1.75109863050988	1.38577086407898	1.58662953250145
ZNF783	0.891143479198167	0.98229667916139	0.857557691161057	1.40932176124402	1.12135446765196	0.973161475345482	2.28173725989992
LOC155060	0.739166825894786	0.766787527482025	0.632101451829819	0.495991922253427	0.826622227140778	0.451283384081809	0.323852355830325
ZNF777	0.266407868893711	0.490218848029087	0.687995030719869	0.686826556248314	1.03538533436367	0.294336628868306	0.478153255671447
ZNF746	1.29631177884414	1.75630795857372	1.13054103009211	1.95693098138446	1.9508246013297	1.75637943688745	1.65014762603251
SSPO	0.253645454516231	0.444486002299977	0.525158176071766	0.21542717479562	0.12432701299242	0.171256080723418	0
ZNF467	1.30638745881905	3.01748615601155	1.68004523361719	1.79452983030244	1.52200238924004	1.6001376979809	0.154601309412592
ATP6V0E2-AS1	0.994868139277594	0.986985067258341	0.938365147815447	0.366030216337158	0.134519597699404	1.05570163825225	0.0505754151888971
ATP6V0E2	5.75916134734864	6.64940635349207	7.39801875472949	5.52873689855208	3.54831377431137	7.60151070807534	1.50272818756907
LRRC61	2.96034115041594	2.72870517121619	2.28983951616596	3.33877115149537	3.85298715422536	3.2152586304958	0
REPIN1	4.41029433465513	3.80033164240507	3.71512757834136	4.87071810660265	5.17243121611347	4.7303964998042	2.59668023596993
RARRES2	0.0984846981190063	0.108385692180517	0.180807555453083	1.96359609589031	8.78714923487875	0.243424332135416	4.85755529572396
ZBED6CL	0.697184950894952	0.303318560615948	0.575110246746726	1.13322204096698	4.19374815648375	0.75336114968676	0
LOC728743	0.875425326752769	0.959686192610741	0.792831855607787	1.23795616002649	1.39030496922852	0.790847641448577	0.660064916911757
TMEM176B	7.96502928009613	10.2605990710732	9.21204918170525	4.66278030733036	4.81946618770384	4.54629442029501	2.0122428032166
TMEM176A	6.94331934845304	9.02371804876197	7.76536474832302	3.43761712773527	3.9766856350999	3.28156264960941	1.41150164142378
KCNH2	4.88738319231254	3.84333250421232	5.75165716246254	0.639475995640783	0.15369300862824	4.16028446318348	0.0212768295958256
ASIC3	0.694796027700784	0.769266476320876	0.497549235975924	0.0789867929967259	0.0867863892970078	0.243265286193243	0.156026891879662
AGAP3	2.71466488641625	2.73117334961129	3.26278481159697	1.90799762313448	2.91642168651965	2.64797524756358	2.82113874928125
SLC4A2	3.54583617374242	4.13627752262253	4.10587985553953	5.42893883500703	6.10542655550297	2.51148822392213	5.37735456144177
TMUB1	3.13281958528406	4.09138037575922	3.06282505397587	5.00694138857438	5.3074296928478	3.35250206863879	3.52134189102525
CDK5	2.46779816378218	2.24017906508351	2.02231628700428	2.64174451502114	2.93136946444	2.66332759498927	3.06782525805924
FASTK	4.15941479150435	4.70813384877305	4.40316496574643	4.97733372695467	4.79406548552819	4.02445196758794	4.82257920047602
CHPF2	2.35334851411822	2.81183277544902	2.70012525782608	3.44826400676761	3.70781706732079	2.31907476704758	4.79655583544574
SMARCD3	1.61036009161207	2.15352359621456	3.45294415831294	3.91207008474891	1.23570122148549	1.91822403198807	2.27781371391521
ABCF2	2.62259277007013	3.00588446520715	3.00621071743701	4.46586840499741	4.48735659633974	3.46696207022283	4.41861478740035
NUB1	3.37497890983027	3.21140924618363	3.44571225738242	4.76492234423922	5.24075084233543	4.05386089960038	5.2347360845962
RHEB	4.22981972339226	4.47809976478661	4.27414109303961	5.16903873835186	4.90537169239734	5.18431988374106	5.66015838041227
PRKAG2-AS1	0.707533321025402	2.23538887010925	0.395345379027564	0.140508204233673	1.43426377043164	1.19651973428054	0.130761926156459
LINC01003	1.76207779405241	1.18318249126851	1.36104764900683	1.5040835908918	1.42778994306459	2.34610884538469	0.713797883016156
ACTR3B	1.33852552080902	1.09511540661514	0.771796701063314	1.33978016125598	1.38418973003171	2.55935555149868	0.883056146794531
PAXIP1OS	0.615973136959895	0.485968648455416	0.429161273163045	1.04230985174344	0.883130193487963	0.279965945557773	0.727992791789365
PAXIP1	0.48914782125083	0.710115077730349	0.52594560964127	0.967168237696457	0.89804304232702	0.547359771051409	0.960614736124333
INSIG1	3.39990638590833	5.92207593757507	3.0468535754541	5.9201707358393	6.46568599294524	6.15142180391167	7.78865807774451
