gene	CD4.Memory	CD14..Monocytes	NK.dim	pre-B.cell	NK.bright	CD4.Naive	CD8.Naive	pDC	Double.negative.T.cell	CD16..Monocytes	Platelet	CD8.effector	B.cell.progenitor	Dendritic.cell
SLC35E2B	1.12886403367233	0.819762361220414	0.924340840648346	0.816719184039008	0.776003067572451	1.09114020681591	1.17765967101085	2.09900712569119	1.13644033028045	0.786058949209593	0.676996662616227	1.09349360521367	0.973520906471004	0.963447450744734
CDK11A	1.83201064636552	1.24806086006895	1.71003716175568	1.08118875121014	1.30420449129887	1.40523489316247	1.47034148140226	2.62738808366481	1.85790311574208	2.01491953027328	0.962879738591787	2.08882149645045	1.68407674400421	1.84256243297415
SLC35E2A	0.812656160070484	0.634662394548981	0.74362942283419	0.598978628512063	0.660140427684779	0.640268881523787	0.774572898001327	1.76360343500322	0.788438051857835	0.62762620717075	0.148102061150777	0.518700315600208	0.759098994675706	0.571383416884294
NADK	0.699191666934116	4.13671704643866	1.27235993718742	0.876054749452723	1.15301517264412	0.480559233870714	0.818119128745841	6.77342072925977	1.1448202045017	4.54191720646764	0.809791367804003	0.976650260638429	1.05017141716783	2.73214414705017
GNB1	3.60900819686007	6.19839903651363	3.93470463627175	2.9098484179475	3.33591536655209	2.35075588547424	2.49496325345011	6.58040692550848	2.75723305178625	6.46061485718137	2.80225176974604	3.41772363989365	3.54033439945989	6.6528574213196
FAAP20	2.48370178530744	3.37823668218008	2.8457586072632	2.53853974100694	2.70283323940386	2.07024074716936	2.70963465108473	5.31495310434458	2.33996566428798	3.16833625128532	2.11114743811108	2.37438596997155	2.50421373009832	5.66912636612496
SKI	1.04990748820506	0.914951382029885	0.694847866886594	0.628455762711707	0.279322057216429	0.789914149331145	0.990536525394016	0.388871028547889	0.532785546144326	0.791318012863365	1.05078855051029	0.594581299550548	0.767795284855687	0.994071345414797
RER1	3.09533374051701	4.37480778108027	3.6620609595496	2.16063615548495	3.36142953931704	2.1433945412728	2.09083796807132	5.93686051753803	3.07852979517487	4.9956042966507	2.09849648581493	3.00797709377666	2.73619314888069	5.5190880537309
PANK4	0.424568670791559	0.440725869326281	0.364985261378687	0.258268777567394	0.420581876556229	0.368051352408589	0.476244384948646	0.370438803986065	0.472252589156409	0.538887684222181	0.527127389307846	0.317397486098097	0.262316923358427	0.642339806894419
AL139246.5	1.18765060185509	1.09707779291057	1.94242441445108	0.782299114338089	1.98746323269695	1.24298083350093	1.29088006827045	1.15154067911593	0.856660394498608	3.6925726520496	1.35936728635517	1.33482457240693	0.980122803553749	1.36587515290888
TNFRSF14	3.76847110513395	3.33557284398786	3.20031590437185	3.36175366321047	3.19295967904959	3.30165152794711	3.26794257094889	2.49538211305054	2.88123705517731	5.28857354754528	2.13331805061201	2.84233525165272	3.20520303364344	3.35933944329178
TPRG1L	1.2657325035161	1.1172001352025	1.04972406617859	0.83370564658072	0.426851674316177	1.1245902200151	1.04642702655456	2.82922954647602	1.06498225243682	1.2623943715384	1.71340457181148	0.860915283576597	1.08135227309616	1.72952847082862
WRAP73	0.846850410856669	1.16457140216269	1.00630328963886	0.770439235811112	0.824596250484912	0.623283567206082	0.734568469898296	1.45163294488856	0.935938078141277	1.3490803259531	0.528619509761824	1.00046057786734	0.870557648931641	1.54004992023917
LRRC47	1.05217288793513	1.51172922713728	1.41022793945149	0.677957348514835	1.50415820501192	1.02468119626372	0.942686715649287	2.013537137765	1.16140474162313	1.73093712408841	0.575162861198012	1.24095585971038	1.0484051644059	2.55610860820618
